id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
2790,De inleiding van onze burgemeester @USER bij het webinar over criminele uitbuiting Gevangen tussen dader en slachtoffer #ditisookmensenhandel #ondermijning #samentegenmensenhandel,NOT,NOT,NOT,NOT,NOT
2791,@USER @USER @USER Gefeliciteerd met jullie jubileum :growing_heart: ,NOT,NOT,NOT,NOT,NOT
2792,"Oh, Oh, komt die #Turkse Rudolf Hess naar Nederland. En Den Haag staat erbij en keek erna. #TURKIJE #DICTATUUR",OFF,NOT,NOT,OFF,OFF
2793,ONLINE Politie lost meerdere schoten In de Neptunusstraat op Scheveningen. URL,NOT,NOT,NOT,NOT,NOT
2794,@USER @USER Dresscode #demonstratie #DenHaag Stop de Lockdown T-shirts van Jensen verboden te dragen op last van de burgemeester. Hoe lang pikken we dit soort onzin nog? Het wordt steeds gekker!,OFF,,,,
2795,@USER Hier hetzelfde.. heb altijd SP gestemd. Maar sociaal beleid en open grenzen gaan niet samen. Wie gaat het betalen?,NOT,NOT,NOT,NOT,NOT
2796,"Miljoenenblunder spoorlijn Zwolle: grond niet stabiel, gloednieuw station niet open URL",NOT,NOT,NOT,NOT,NOT
2797,@USER @USER Maar die oudere sterfte helpt weer bij mn pensioen tekort. Toch nog iets goeds wat corona kan doen.,OFF,,,,
2798,@USER Nederland :red_heart: Israël Nederland :red_heart: Joden #Nieuws #onderwijs,NOT,NOT,NOT,NOT,NOT
2799,@USER Betaal je het dit keer zelf of kraak je een bus? Of ga je donker rijden ( je ziet het ik doe mn best om je niet te kwetsen ),OFF,OFF,NOT,NOT,OFF
2800,@USER Fanatisme straalt er vanaf wat een linkse teef zeg,OFF,,,,
2801,@USER Meisjes die klagen worden overgeslagen :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: ,NOT,NOT,NOT,OFF,NOT
2802,@USER Kan je nagaan wat een smerig Antifa ( fascistisch) minderwaardig tuig dat is .,OFF,,,,
2803,@USER @USER Hoe kun je dingen die poep op je stoep leggen nou leuk vinden?,NOT,OFF,NOT,NOT,NOT
2804,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
2805,"@USER Ik ken Filipijnse mevrouw die op haar 34e naar Nederland kwam. Sprak en schreef na 5 jaar totaal accentloos en zonder schrijffouten. Het heeft dus niets met bruin te maken maar alles met de thuissituatie en kritisch op jezelf zijn. Filipijnse mensen kunnen het wel, allemaal.",OFF,,,,
2806,"sorry dat ik gespijbeld heb , de juffrouw had mijn zusje gedumpt",NOT,NOT,NOT,NOT,NOT
2807,@USER @USER Volstrekt gestoorde dwaasheid. Met keihard geweld de kop in drukken. Je blijft hoe dan ook van andermans spullen af. Punt.,OFF,OFF,OFF,NOT,OFF
2808,"@USER En het sprookje gaat verder. Als jullie echte mensen waren, moeten jullie toch echt collectief slapeloze nachten hebben met zo massaal de bevolking voorliegen.",OFF,,,,
2809,Kijk nou. Ik zit gewoon in deze film! :smiling_face_selector: URL,NOT,NOT,NOT,NOT,NOT
2810,Goed nieuws!,NOT,NOT,NOT,NOT,NOT
2811,@USER Shit ben ook altijd net te laat :face_with_tears_of_joy: :face_with_tears_of_joy: goedemorgen Tamara :kissing_face_with_smiling_eyes: ,OFF,OFF,NOT,OFF,NOT
2812,"@USER Enorme fan van Veronica Inside, maar dit kun je toch niet meer serieus nemen? :woman_facepalming_selector: ",OFF,OFF,NOT,OFF,OFF
2813,@USER @USER Ach komaan. Het is een extreem zware ontsteking van de hersenen. Deze ontsteking laat sporen na in het bloed. De lever scheidt een eiwit af die wijzen op infectie en ook aan de bloedlichamen kan je zien dat er iets niet goed mis is. Daar kan je wel op testen.,NOT,NOT,NOT,NOT,NOT
2814,@USER @USER Da's geen excuus om te zwijgen. Laat mensen primeren op stratego. Maak geen beloftes die je niet meent. URL,NOT,NOT,NOT,NOT,NOT
2815,"@USER Nog erger dat ze een beroep gaan doen op onze gezondheidszorg. Ze wisten het toch zo goed, dan nu zo flink zijn je niet te laten behandelen en kijken of Allah een goeie geneesheer is.",NOT,NOT,NOT,OFF,NOT
2816,"@USER @USER Ik kan hierom janken, terwijl ik dat anders zelden tot nooit doe.",NOT,NOT,NOT,NOT,NOT
2817,"@USER @USER @USER @USER Breivik, heeft dit kunnen doen wegens het falen van bureaucratie, en jij noemt er 1tje terwijl er meer dan 1 miljoen moslimfanaten dit doen. Jeetje wat ben je zielig zeg, wacht maar tot jij de mes tegen je strot krijgt aangedrukt of je dan nog steeds inzet op je foute denkwijze",OFF,,,,
2818,En politici die kritische mensen blijven omschrijven als ‘dramaqueen’ helemaal niet ok.,NOT,NOT,NOT,NOT,OFF
2819,@USER Haha mag ff lachen ..het is om te janken ..0.0 is negatief dombo,OFF,,,,
2820,mag ook levend hoorde ik van een hele dierbare vriend,NOT,NOT,NOT,NOT,NOT
2821,De Cirkel in Gouda zamelt geld in voor renovatie van haar schoolpleinen. Noël heeft daar een supergave tekening voor gemaakt. Wie helpt? URL,NOT,NOT,NOT,NOT,NOT
2822,@USER Van mij mogen ze dat allemaal denken,NOT,NOT,NOT,NOT,NOT
2823,Inspecteur mag bewijsstukken kosten verbouwing jaren na dato nog opvragen URL,NOT,NOT,NOT,NOT,NOT
2824,@USER ohhh Pff ben echt trouwens wel benieuwd wat voor mensen er komen maar ben bang dat de gemiddelde leeftijd idd 12 is ofzo,NOT,NOT,NOT,NOT,NOT
2825,"@USER @USER @USER Ik heb De Bruyne nergens vernoemd, maar al bij al zou ik zelfs geen geld op een kwartfinale zetten",NOT,NOT,NOT,NOT,NOT
2826,"@USER @USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,OFF
2827,@USER @USER @USER ptn ook geen persoon voor twitter :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: URL,NOT,NOT,NOT,NOT,NOT
2828,@USER Ga niet eens moeite doen als ze uit zichzelf niet zien hoe kk trash zij is,OFF,,,,
2829,Wie gaat er nu protesteren voor een dode misdadiger? Geld :money_bag: dus.... En #links subsidies :face_vomiting: URL,OFF,,,,
2830,Het vernieuwende en behoudende circuit URL,NOT,NOT,NOT,NOT,NOT
2831,"@USER Dylan heeft geen tweede verblijf, ook geen eieren in de frigo dacht ik zo.",NOT,NOT,NOT,NOT,NOT
2832,@USER Enige wat helpt (en kk hard rellen om die idioten aan de macht wakker te schudden blijkbaar),OFF,,,,
2833,"@USER @USER @USER @USER gebruiken. Als je Sierd irritant vind doe je radio aan, die is ook leuk",NOT,NOT,NOT,NOT,NOT
2834,"@USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,OFF
2835,Iets Gemist? De week van ons water...Jane Alblas op 01-05-2019 in Twente wordt wakker URL,NOT,NOT,NOT,NOT,NOT
2836,@USER @USER @USER Bij de VVD word je de beste politicus genoemd als je het meest gegraaid gelogen en bedrogen hebt!!!!,OFF,OFF,OFF,OFF,OFF
2837,Vakantiegeld en belastingteruggave. Getreden leven #rijketata #vakantieboeken #hoorikdaarboeken?,NOT,NOT,NOT,NOT,NOT
2838,New post: Eurobiljetten zijn gemaakt om lang mee te gaan URL,NOT,NOT,NOT,NOT,NOT
2839,@USER @USER Deze dame mag het ambt burgemeester nimmer meer dragen! Mensen hebben geen afscheid mogen nemen van geliefden. Verdriet aan het bed. Bij iedereen! En dan flikt deze dame dit! Wat een misbaksel! Gelijkheid is gelijkheid voor iedereen!!!,OFF,,,,
2840,@USER Floyd was een koorknaap o nee toch niet hij was een overvaller en berover van een zwangere vrouw en mishandelde haar ook nog even 5 jaar in de cel gezeten rot toch op Ruud Gullit met je onschuldige man,OFF,,,,
2841,@USER @USER Halsema is tuig blijkt maar weer,OFF,,,,
2842,"Leuk meis. Ik voel me er goed bij jullie zo in samenwerking te zien. Pvv , omroep ongehoord Nederland, FvD. Samen staan we sterk :flexed_biceps_light_skin_tone: ",NOT,NOT,NOT,NOT,NOT
2843,#wtf: Belg werkt meer calorieën naar binnen dan Amerikaan URL,OFF,OFF,OFF,OFF,OFF
2844,@USER Ze praat over Afrika of het een land is ipv continent. Rare vrouw.,OFF,OFF,OFF,OFF,OFF
2845,Nederland en andere 'Hanzelanden' verzetten weer zich tegen apart eurobudget URL,NOT,NOT,NOT,NOT,NOT
2846,Islam is een agressieve tumor die met alle mogelijke middelen moet worden bestreden.,OFF,,,,
2847,@USER Nu ook in zijn story op IG. Pechstrook en tegelijk filmen.,NOT,NOT,NOT,NOT,NOT
2848,"@USER @USER Nee , zolang jij blijft denken in zwarte en witte mensen gaan wij het zeker niet eens worden.",OFF,NOT,NOT,OFF,OFF
2849,@USER @USER @USER OMG weer een doperwt.,NOT,NOT,NOT,NOT,NOT
2850,Nog harder is direct doodschieten. Zware mishandeling gebeurt al.,NOT,NOT,OFF,NOT,NOT
2851,@USER Ik doe het gewoon lekker zelf. Ik moest voor de Corona maatregelen elke 2 weken naar de kapper. Nu 3 maanden niet geweest URL,NOT,NOT,NOT,NOT,NOT
2852,@USER Dom als een rund ? Denk dat de mensen wel wat slimmer zijn. :moai: ,NOT,NOT,NOT,NOT,OFF
2853,"@USER @USER Linkse burgemeester, Biden die longs nog over Black sprak. Deze moord is gewoon een setup. Let maar op hoe de democraten hun linkse plan weer aan het voorbereiden zijn.",OFF,NOT,NOT,OFF,OFF
2854,Ik ga zo naar school URL,NOT,NOT,NOT,NOT,NOT
2855,"@USER Wat ik alleen niet begrijp is dat Tour of Yorkshire vrouwen wel uitgezonden wordt. Dat is toch ook van ASO? Of hebben ze daar dan speciaal een sponsor voor gevonden? En lukt dat bij LBL, Waalse pijl niet?",NOT,NOT,NOT,NOT,OFF
2856,@USER @USER Er wordt te weinig een pak rammel uitgedeeeld aan de rotzakjes onder de tieners waardoor dit vaak gebeurt. Met praten leren velen hun plaats niet kennen.,OFF,OFF,OFF,OFF,OFF
2857,@USER @USER @USER Inderdaad! Moet er niet (meer) aan denken; winterse taferelen! :see-no-evil_monkey: ,NOT,NOT,NOT,NOT,NOT
2858,@USER Ik vond de diagnose al heel vreemd. Hij is namelijk niet gestikt. Hij is door het beschadigen van de nervus vagus omgekomen of door het samenknijpen van de halsslagader. Gezien de diagnose denk ik optie 1. Kunnen ze namelijk makkelijker op drugs gooien. URL,NOT,NOT,NOT,NOT,NOT
2859,Wie gaat er nu protesteren voor een dode misdadiger? Geld :money_bag: dus.... En #links subsidies :face_vomiting: URL,OFF,,,,
2860,Ard Korevaar Personenschade heeft zich versterkt met nieuwe ondernemer Berlinda Melink URL,NOT,NOT,NOT,NOT,NOT
2861,Nog een jonko? Zeg snel,NOT,NOT,NOT,NOT,NOT
2862,"@USER Het voorontrust mij dat berichten van jou worden geliked door mensen die onomwonden aangeven dat zij er fastische denkwijzen en waarden op na houden, en niet zelden onder schuilnaam reageren. Uit je tweets blijkt dat jij een sterkt ontwikkelt rechtvaardigheidsgevoel hebt. (2)",NOT,NOT,NOT,NOT,OFF
2863,1000 euro investeren in mondmaskers en de sympathie van de mensen dat je hard werkt hiervoor ????? In Wetteren rijdt sinds kort COVID-19 rond: “Dan weten chauffeurs dat ze anderhalve meter afstand moeten houden” URL,NOT,NOT,NOT,NOT,NOT
2864,@USER Het niet meer dragen van een hoofdoek maakt je er geen minder mens van. Komt vaak voor zodra mensen verwachtingen van je hebben maar je toch kiest een ander koers op te gaan. Je moet doen wat jij wil niet wat andere mensen willen.,NOT,NOT,NOT,NOT,NOT
2865,"@USER @USER @USER als je voorstel in feite is om andere mensen amper een dak boven hun hoofd te gunnen zonder dwangarbeid is het wel een beetje krom als je zelf cadeautjes van meer dan dat accepteert zonder tegenprestatie, imo",OFF,OFF,NOT,OFF,OFF
2866,"waar ik geen weet van heb , dat het bestaat . Maar goed , op de vraag waarom de jeugd het niet snapt is maar 1duidelijk antwoord hiervoor . Deze jeugd , Marokkaan , Nederlander , en waar je ook vandaan komt , is een verloren jeugd !!!",OFF,,,,
2867,URL,NOT,NOT,NOT,NOT,NOT
2868,@USER @USER Heb alweer een volgertje erbij. Hoelang zou het duren voordat ik die DEEPSTATERS eruit kan knikkere denk je?,OFF,,,,
2869,"@USER Een VVD kwaal,mopperen en niet met een oplossing komen, en zij staan niet open voor nieuwe ideeën,",OFF,OFF,OFF,OFF,OFF
2870,"Frank Deboosere: ""Achttien dagen met onweer in de maand mei is vrij veel"" URL",NOT,NOT,NOT,NOT,NOT
2871,En dus zijn dit geen moslims#zijn gewoon ziek in hun bovenkamer#moordlustig dat zijn ze alleen,OFF,,,,
2872,"@USER @USER Ik hoop dat je gelijk hebt ik zie nog veel mensen die rustig weer op Rutte stemmen, die zijn nog in diepe slaap.",OFF,NOT,NOT,OFF,OFF
2873,Moslima eist dat twee hondjes aan boord verwijderd worden – wordt zelf het vliegtuig uitgekickt URL,OFF,,,,
2874,@USER Respect moet van twee kanten komen.,NOT,NOT,NOT,NOT,NOT
2875,@USER Waar dreig ik ? Laat maar zien . Wat ga ik doen dan volgens jou?,NOT,NOT,NOT,NOT,NOT
2876,Wie gaat er nu protesteren voor een dode misdadiger? Geld :money_bag: dus.... En #links subsidies :face_vomiting: URL,OFF,OFF,NOT,OFF,OFF
2877,"Door #ParisAttacks ben ik er wel achter gekomen, dat op Twitter veel mensen zitten met een groot gebrek aan gezond verstand! #koekwauzen",OFF,,,,
2878,"@USER @USER @USER @USER @USER @USER Nou, dan ben ik er toch een beetje bij hé? :)",NOT,NOT,NOT,NOT,NOT
2879,@USER Opeens vinden ze torren kappen dat bos ze verzinnen het terplekke alles voor de biomassa :pouting_face: :pouting_face: :pouting_face: ,NOT,NOT,NOT,NOT,NOT
2880,"@USER Dan zou de fiscus dus meteen moeten ingrijpen! Iedere Nederlander die een klein foutje maakt wordt keihard afgestraft dus in dit geval: gelijke monikken, gelijke kappen. Dus net zoals dat met Nederlanders gaat, ook met terugwerkende kracht.",NOT,NOT,NOT,NOT,OFF
2881,@USER Is er ook een bokaal voor het gebruik van het woord #verward ? Wees eerlijk..... duurt het langst.,OFF,NOT,NOT,OFF,OFF
2882,"@USER @USER @USER dat is wat anders dan het onmenselijk VB volk . criminelen sinds 1930 generaties profiteurs en vooral mensen en land verraders , jammer dat ze die zwarten verraders zoals Hrr Dillen hebben losgelaten uit den dierentuin in 1945 , de kaal geschoren verraders .",OFF,,,,
2883,"@USER De mooiste stad van Nederland, althans de stad waarvan mijn hart vol trots warm van klopt",NOT,NOT,NOT,NOT,NOT
2884,@USER Ja jammer dat sommige totaal niet empatisch zijn ingesteld Hun eigen aangenomen waarheid en vertekende blik staat op de voorgrond,OFF,NOT,NOT,OFF,OFF
2885,"@USER Flikker, lekker je eige volk uitverkope he. Dit kon nog wel es een hele dure worden voor je.",OFF,,,,
2886,@USER Een stem op deze partij is een stem richting Amerikaanse onzin! Links extremistische groepjes als Antifa zijn tuig. Ze mogen dan wijzen naar anderen. Maar Silvana haar woorden keuren geweld goed. Weet wat u stemt. URL,OFF,OFF,OFF,OFF,OFF
2887,"@USER Zij beledigt hem en de reactie die ze krijgt is omdat hij crapuul is. Iemand met een beetje opvoeding had haar beleefder op haar plaats gezet. Ik ben absoluut geen fan van die man, maar ik zou ook nooit zo dom zijn om hem uit te dagen.",OFF,NOT,NOT,OFF,OFF
2888,het feit dat mensen nog steeds zwarte piet supporten baffels me. hoe kan je niet zien dat wat recht voor je neus gebeurt racisme is? elk jaar??,OFF,NOT,NOT,OFF,OFF
2889,Mensen die een bril dragen zijn slimmer URL,NOT,NOT,NOT,NOT,NOT
2890,@USER @USER De frustraties. Typisch terroristen trekje. Anders was je wel normaal.,OFF,,,,
2891,"maar 7,68 % vd mensen vind MISDAAD een belangrijk item in de gemeenschap volgens studie U Antwerpen das wel weinig zeg @USER @USER",NOT,NOT,NOT,NOT,NOT
2892,"Oproep tot geweld van Antifa op voorhand, misschien moeten we massaal de winkeliers gaan beschermen om plunderingen tegen te gaan",NOT,NOT,NOT,NOT,NOT
2893,In ander nieuws: mensen enthousiast over gratis geld! URL,NOT,NOT,NOT,NOT,NOT
2894,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,,,,
2895,Joehoe @USER dit is toch niet normaal he.. ik sta niet te kijken van stigma's die ontstaan zo. Zijn nu winkeliers ineens schuldig aan politiegeweld? Reactie zou fijn zijn,NOT,NOT,NOT,NOT,OFF
2896,@USER @USER @USER Ook zo’n dingetje. Vallen over typfouten of taalgebruik. Jij hebt het over intelligentie?! Jouw intelligentie kan in de pink van Trump! Leg jij eens uit wat Trump verkeerd doet en waar het bvb onze minister beter doet?! URL,OFF,,,,
2897,"Ik ben zo blij, dat ik mensen heb leren kennen die straight in men gezicht zijn en zeggen waar ik mij in moet verbeteren. Dit heeft mij momenteel gemaakt tot wie ik nu ben",NOT,NOT,NOT,NOT,NOT
2898,"Wat de Joden voor Hitler waren, zijn de Kurden voor Erdogan. De Nederlanders spelen de rol van de Oostenrijkers voor Erdogan. Anschluss.",OFF,,,,
2899,@USER @USER @USER Jij bent echt dom,OFF,,,,
2900,Nu op Snacknieuws : Waarom iedere snacker deze cheeseburger portemonnee moet hebben: URL,NOT,NOT,NOT,NOT,NOT
2901,Wat je gelooft breng je tot leven.,NOT,NOT,NOT,NOT,NOT
2902,"Mercedes-Benz C-Klasse 180 K BLUEEFFICIENCY Navigatie, parkeersensoren voor en achter. Juiste kleurs URL",NOT,NOT,NOT,NOT,NOT
2903,"@USER Idd, het loon dat u betaald krijgt om altijd onzin uit te kramen is oneerlijk. @USER",OFF,OFF,OFF,OFF,OFF
2904,Geld laat ze veranderen in een flikker!,OFF,,,,
2905,"'Arsenal aast op Real-speler, vraagprijs 30 miljoen' URL",NOT,NOT,NOT,NOT,NOT
2906,Tussen een Miljoen Gisteren en een Miljard Morgens URL,NOT,NOT,NOT,NOT,NOT
2907,We gaan zo beginnen! 1 minuut stilte voor alle slachtoffers door terreur.,NOT,NOT,NOT,NOT,NOT
2908,@USER #WMO dichte deur #jeugdhulp komt bij ons voor? ofwel #wachtlijsten meer dan 4 weken. Onderzoek wat de #zorgverleners goedkeuring #gemeente voor #programma's gebruiken. dichte deuren voor kinderen #voor of na intake gesprek bij verkeerd #profiel #Omaha #kliklijn URL,NOT,NOT,NOT,NOT,NOT
2909,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",OFF,OFF,OFF,OFF,OFF
2910,@USER @USER Ik heb onlangs iets gelezen over politieke killers. Het zou toch wat zijn.,NOT,NOT,NOT,NOT,NOT
2911,"@USER @USER @USER @USER @USER @USER @USER Nee, maar de kleur zit er niet ver vanaf.",NOT,NOT,NOT,NOT,NOT
2912,"@USER Niet leuk maar je kan alvast de hele middag, vanaf 14.00u wielrennen kijken op Eurosport 1 :winking_face:",NOT,NOT,NOT,NOT,NOT
2913,@USER Ja doe ik ook sowieso! Ik vind een bank tweedehands ook wel oké hoor.,NOT,NOT,NOT,NOT,NOT
2914,@USER je incestmoeder ook :middle_finger: ,OFF,,,,
2915,"ik zie mensen Gucci en Louis V showen, “merk is mijn stijl” :face_with_steam_from_nose: :face_with_steam_from_nose: :face_with_steam_from_nose: ",NOT,NOT,NOT,NOT,OFF
2916,Logistieke bedrijven die mensen aannemen die niet eens de Nederlandse taal beheersen en onderbetalen,NOT,NOT,NOT,NOT,OFF
2917,"@USER @USER Nou, daar worden wij dan ook gelukkig van, dat de DBNL dat effect op mensen heeft. ^AL",NOT,NOT,NOT,NOT,NOT
2918,@USER Maar omdat die site raadplegen van buitenaf zonder vpn ook wel lekker makkelijk is regelen ze dat ook even. Geen enkele reden te detecteren waarom dat mis zou kunnen gaan! :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: :rolling_on_the_floor_laughing: ,NOT,NOT,NOT,NOT,NOT
2919,"@USER Nee hoor, al je antwoorden op mensen die vragen of er geen andere optie is dan gif.",NOT,NOT,NOT,NOT,NOT
